Plant,Date,SC2_N_gc_g_dry_weight,PMMoV_gc_g_dry_weight,Population_Served,County,zipcode,pcr_gene_target,index,SC2_N_norm_PMMoV,City,County_FIPS
OCSD_P1,2022-02-08,34996.51781718,426644368.4896,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-09,4525993.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-10,48000.0,334000000.0,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-11,5636394.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-13,30666.66666667,333333333.3333,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-14,3183957.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-15,24751.06302897,334551741.5365,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-16,1491032.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-17,36459.3111674,381945515.9505,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-18,3193321.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-21,12984.64536667,533482649.7396,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-22,777888.52244059,1382902962.24,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-23,1339681.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-24,12557.88755417,780235221.3542,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-25,2223031.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-27,13660.45379639,898663085.9375,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-02-28,1817908.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-01,45750.09409587,1818166341.146,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-02,1993118.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-03,35184.9861145,1524433854.167,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-04,3087556.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-06,30107.68890381,1403199576.823,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-07,370183.7527771,1720481835.938,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-08,919890.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-09,6275.809764862,1184258919.271,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-10,1546817.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-13,31924.1771698,1508051985.677,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-14,719167.818084715,2437603222.656,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-16,19212.0663325,526852327.474,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-17,1911272.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-20,15642.23384857,1091586295.573,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-21,852455.22448222,1163483105.469,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-23,15638.14163208,1071785514.323,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-24,1202062.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-27,22519.26358541,994351009.1146,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-28,866369.56977844,1213196256.51,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-29,20199.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-30,40106.88527425,1426894205.729,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-03-31,80828.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-03,38217.35254924,1430369498.698,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-04,1369024.14042155,1204491992.188,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-05,3353999.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-06,35976.83461507,1071420279.948,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-07,2256031.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-10,48771.2987264,1766031640.625,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-11,1503334.48251343,1864809895.833,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-12,1319803.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-13,81604.45404053,1038870605.469,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-14,2248823.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-17,105644.4753011,1262560839.844,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-18,1424483.94716665,1479261361.0,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-19,2547307.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-20,55689.58536784,1012937500.0,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-21,3200806.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-24,112885.0250244,1297966861.979,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-25,2002109.30656435,1344918815.104,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-27,89495.8674113,1002733723.958,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-04-28,1187684.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-01,134859.8531087,1382108365.885,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-02,688206.5274658,1335215787.76,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-03,1684099.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-04,211392.7764893,1578773470.052,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-05,5463661.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-08,160096.9390869,1216342285.156,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-09,512366.1722819,1854781445.313,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-10,341732.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-11,279229.1870117,1659412207.031,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-12,795515.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-15,225453.4301758,1342842610.677,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-16,886855.2915853,1560821679.688,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-17,2468020.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-18,410120.4325358,1621465722.656,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-19,2887587.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-22,395195.3226725,1123581510.417,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-23,1248985.45369465,1402183138.021,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-24,2540659.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-25,602607.6049805,1733767838.542,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-26,4595053.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-29,627762.3494466,1799392382.813,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-30,1735012.3527018,1710236588.542,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-05-31,2042422.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-06-01,589518.5750326,1739338932.292,1800000,Orange,92708.0,n1,,,Fountain Valley,
OCSD_P1,2022-06-02,2412113.0,,1800000,Orange,92708.0,n1,,,Fountain Valley,
