Date,total_tests,cases,pos_rate,SC2_N_gc_g_dry_weight,PMMoV_gc_g_dry_weight,SC2_N_norm_PMMoV,County
2023-05-05,378.0,26.0,0.06878306878306878,108301.226768321,780365001.41527,0.00013878278314879047,San Mateo
2023-05-06,249.0,17.0,0.06827309236947791,298150.066094618,1013236750.6383,0.0002942550849115915,San Mateo
2023-05-07,408.0,18.0,0.04411764705882353,142287.50533078,702701255.193799,0.00020248648238366718,San Mateo
2023-05-08,873.0,33.0,0.037800687285223365,138103.496020969,966278909.015544,0.00014292301604892774,San Mateo
2023-05-09,912.0,35.0,0.03837719298245614,141842.468643698,904607863.619048,0.00015679995094916758,San Mateo
2023-05-10,549.0,41.0,0.07468123861566485,831959.515016719,789908682.666667,0.0010532350552320705,San Mateo
2023-05-11,650.0,31.0,0.047692307692307694,218633.467762196,757698838.755556,0.0002885492976619569,San Mateo
2023-05-12,364.0,17.0,0.046703296703296704,430995.987363137,1087599103.20988,0.00039628203635983075,San Mateo
2023-05-13,268.0,26.0,0.09701492537313433,85780.5210408516,809465603.250794,0.0001059717926201671,San Mateo
2023-05-14,262.0,11.0,0.04198473282442748,524814.867284791,959039039.039039,0.0005472299311304966,San Mateo
2023-05-15,582.0,39.0,0.06701030927835051,60723.1140141177,1361795421.38365,4.459048184522465e-05,San Mateo
2023-05-16,500.0,26.0,0.052,77435.943927742,914385080.430107,8.468635981168657e-05,San Mateo
2023-05-17,446.0,32.0,0.07174887892376682,191116.368312605,749858674.571429,0.00025486985053794944,San Mateo
2023-05-18,518.0,30.0,0.05791505791505792,190998.943386492,975666513.909465,0.00019576252814208542,San Mateo
2023-05-19,343.0,22.0,0.0641399416909621,131294.874897544,916525554.951456,0.00014325282496296363,San Mateo
2023-05-20,262.0,15.0,0.05725190839694656,90945.6723183866,1102451404.19048,8.249404188946285e-05,San Mateo
2023-05-21,224.0,15.0,0.06696428571428571,378340.570787594,1426763878.78788,0.0002651739200946247,San Mateo
2023-05-22,503.0,28.0,0.055666003976143144,142113.792794561,1330550457.35343,0.00010680827022316506,San Mateo
2023-05-23,569.0,23.0,0.040421792618629174,69779.1483440672,821160772.571429,8.49762320301259e-05,San Mateo
2023-05-24,459.0,19.0,0.04139433551198257,84645.6797559432,1361637931.03448,6.216460178340887e-05,San Mateo
2023-05-25,390.0,21.0,0.05384615384615385,56433.564226719,780424804.740741,7.231134105926626e-05,San Mateo
2023-05-26,333.0,23.0,0.06906906906906907,132823.114328881,1411504958.39599,9.410035263341824e-05,San Mateo
2023-05-27,314.0,16.0,0.050955414012738856,386900.169088386,544500680.273504,0.0007105595697218324,San Mateo
2023-05-28,222.0,17.0,0.07657657657657657,100750.206777662,5619380851.30802,1.792905827947405e-05,San Mateo
2023-05-29,393.0,22.0,0.05597964376590331,54988.7449533996,745329886.060606,7.377772712702979e-05,San Mateo
2023-05-30,462.0,19.0,0.04112554112554113,88835.9715260285,815778292.98475,0.00010889719950870178,San Mateo
2023-05-31,438.0,19.0,0.04337899543378995,49255.8833269468,1649255758.73016,2.986552150339086e-05,San Mateo
2023-06-01,348.0,26.0,0.07471264367816093,67757.9403157522,1065119146.66667,6.361536221351686e-05,San Mateo
2023-06-02,555.0,24.0,0.043243243243243246,401504.68240609,1040620596.07843,0.00038583195827485736,San Mateo
2023-06-03,250.0,21.0,0.084,123852.88350775,581741187.724868,0.0002129003173939365,San Mateo
2023-06-04,289.0,13.0,0.04498269896193772,58229.8966498547,1237033451.92157,4.707220856428915e-05,San Mateo
2023-06-05,671.0,34.0,0.05067064083457526,42949.2621766373,966096492.178478,4.445649324301945e-05,San Mateo
2023-06-06,475.0,22.0,0.04631578947368421,122986.33665448,898911696.410257,0.00013681692778680889,San Mateo
2023-06-07,432.0,34.0,0.0787037037037037,81795.2056905963,1067749078.63946,7.660526927807873e-05,San Mateo
2023-06-08,372.0,21.0,0.056451612903225805,99341.5769314402,778722555.586207,0.00012756992361247045,San Mateo
2023-06-09,379.0,29.0,0.07651715039577836,174939.406968945,725056966.15015,0.00024127677566884766,San Mateo
2023-06-10,193.0,17.0,0.08808290155440414,36807.6575935492,658677187.715356,5.5881178641115236e-05,San Mateo
2023-06-11,168.0,6.0,0.03571428571428571,63653.0563821747,922721748.686869,6.898402088469223e-05,San Mateo
2023-06-12,549.0,25.0,0.04553734061930783,116391.52768,1044200265.14286,0.00011146475591449513,San Mateo
2023-06-13,434.0,22.0,0.05069124423963134,70552.4164530385,577240770.406015,0.0001222235505011434,San Mateo
2023-06-14,487.0,30.0,0.061601642710472276,59849.150831268,706895676.602469,8.466475720847401e-05,San Mateo
