Plant,Date,SC2_N_gc_g_dry_weight,PMMoV_gc_g_dry_weight,Population_Served,County,zipcode,pcr_gene_target,index,SC2_N_norm_PMMoV,City,County_FIPS
PA_ALL,2023-05-21,378340.570787594,1426763878.78788,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-22,142113.792794561,1330550457.35343,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-23,69779.1483440672,821160772.571429,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-24,84645.6797559432,1361637931.03448,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-25,56433.564226719,780424804.740741,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-26,132823.114328881,1411504958.39599,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-27,386900.169088386,544500680.273504,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-28,100750.206777662,5619380851.30802,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-29,54988.7449533996,745329886.060606,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-30,88835.9715260285,815778292.98475,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-05-31,49255.8833269468,1649255758.73016,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-01,67757.9403157522,1065119146.66667,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-02,401504.68240609,1040620596.07843,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-03,123852.88350775,581741187.724868,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-04,58229.8966498547,1237033451.92157,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-05,42949.2621766373,966096492.178478,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-06,122986.33665448,898911696.410257,236000,San Mateo,94303.0,N,,,Palo Alto,
PA_ALL,2023-06-07,81795.2056905963,1067749078.63946,236000,San Mateo,94303.0,N,,,Palo Alto,
